Brand,Model,Size,Smart,Seller,Price
Altus,AL55,55,1,UmutTicaret,6999.0
Vestel,43UA9600,43,1,Şentürk-Vestel-YOB,6563.06
Samsung,QE65Q60A,65,1,SamsungBeykoz,19399.0
Sony,XR-77A80J,77,1,teknolojika,61199.0
Jvc,LT-43VU3105T,43,1,SarfBilişim(artsrf),5999.0
Philips,65PUS7906,65,1,InnTurkey,15549.0
Samsung,QE55QN85,55,1,TURKUAZANKARA,18335.0
Toshiba,32LA3B63DT,32,1,incehesap,3376.54
Sunny,SN32DIL04,32,0,ceyizade,2253.02
Toshiba,24WL2C63DT,24,1,meletelektronik,2949.0
LG,55NANO866PA,55,1,ANADOLUDTM,14499.0
Samsung,UE70AU8000,70,1,Avrupa,15799.0
Vestel,43Q9900,43,1,Şentürk-Vestel-YOB,8819.02
Samsung,QE65Q70A,65,1,Tekno11,20499.0
TCL,65C728,65,1,Nethouse,18399.0
Samsung,QE75Q70A,75,1,Avrupa,27900.0
Onvo,OV32F700,32,1,evonline,3870.0
Sony,KD-85X85J,85,1,Hepsisony,49999.0
Altus,AL50,50,1,RisiCo.,6505.0
Next,YE-50020FS2-4K,50,1,DALOGLUDİGİTAL,6599.0
Samsung,UE75AU9000,75,1,TURKUAZANKARA,21000.0
Samsung,QE55LS01T,55,1,Avrupa,18940.0
Samsung,UE50AU9000,50,1,EPATeknoloji,9938.54
Vestel,58U9510,58,1,GizemDtm-VestelYOB,10199.0
Axen,AX39HDAL04,39,0,ARMAN,3500.0
Samsung,QE65Q60A,65,1,doguhan,15999.0
Samsung,UE55AU9000,55,1,doludepo,15359.04
Samsung,QE75LS03A,75,1,doguhan,25089.04
Samsung,UE70AU8000,70,1,next-time,15799.95
Sony,XR-65A80J,65,1,Hepsisony,34599.0
Philips,55PUS7805/62,55,1,Tekno11,11187.0
Samsung,UE50AU8000,50,1,SMARTECH,10199.0
Samsung,QE55LS03A,55,1,F2Gtech,17749.0
TCL,50P725,50,1,Gamers_Arena,10449.99
LG,55UP77006LB,55,1,incehesap,12013.29
Toshiba,43UL3C63DT,43,1,incehesap,5354.79
Sony,KD-75X81J,75,1,Hepsisony,23500.0
Regal,55R754U,55,1,SendeKaldı,7075.0
Samsung,UE65AU9000,65,1,EMİN_TEKNOLOJİ,17999.0
Onvo,OV58900,58,1,evonline,9900.0
Regal,42R654FC,42,1,ANADOLUDTM,4400.0
Vestel,55U9500,55,1,AZİZOĞLUBEYAZEŞYA,8249.0
Telenova,55U9001,55,1,11pro,6369.02
Samsung,UE75AU7100,75,1,TEKOBIZ_LTD,17664.0
Samsung,UE55AU9000,55,1,TRUVAPLAYSTATION,12544.04
Samsung,UE43AU8000,43,1,EMİN_TEKNOLOJİ,7999.0
Jvc,LT-43VAF305T,43,0,SarfBilişim(artsrf),5699.0
Toshiba,43UL2063DT,43,1,Erpa-Holding,6030.29
Samsung,UE58AU7000,58,1,EMİN_TEKNOLOJİ,12061.54
Dijitsu,43D7000,43,0,evimponcik,3599.0
Samsung,UE75AU7100,75,1,TURKUAZANKARA,16645.0
LG,55NANO816NA,55,1,PandorraTicaret,10799.0
Vestel,43UA9600,43,1,Ahmetoğlu-Vestel-YOB,6899.0
Philips,32PFS6805/62,32,1,InnTurkey,4080.99
Sunny,SN40DAL010,40,0,sönmezevdünyası,3999.0
Toshiba,50UL3C63DT,50,1,incehesap,7043.54
Telenova,55S4K8001/20,55,1,11pro,6369.02
Philips,70PUS7906,70,1,InnTurkey,17449.0
LG,65UP81006LA.APD,65,1,doguhan,13653.79
LG,43UP75006LF,43,1,incehesap,7429.54
Altus,AL50L,50,1,UmutTicaret,9019.3
Sony,KD-85X85J,85,1,teknolojika,43119.02
Samsung,UE50TU7000,50,1,YILDIRIMAVM,10250.0
Sony,KD-75X81J,75,1,teknolojika,27859.0
Regal,50R754UA9,50,1,ANADOLUDTM,8499.0
Sunny,SN43DAL13-TNR,43,1,pakticaret,4650.0
Philips,55PUS7906,55,1,InnTurkey,10955.42
Regal,55R754UA9,55,1,SendeKaldı,6967.68
LG,OLED48A16LA,48,1,Rampapashop,13605.54
TCL,65C728,65,1,incehesap,17048.64
Sunny,SN49FAL27/0216,49,1,teknolojist,4849.13
Next,YE-32020KT,32,0,Electromoda,2399.0
Samsung,UE40T5300,40,1,KILIÇLIOGLULTDŞTİ,5950.0
Vestel,58U9500,58,1,GizemDtm-VestelYOB,10199.0
Toshiba,50UL3C63DT,50,1,Rampapashop,6696.14
Samsung,UE58AU7000,58,1,SMARTECH,12899.0
LG,NanoCell,50,1,onlineticaretdunyasi,13191.3
Telenova,50U9001,50,1,11pro,5879.02
Philips,32PHS5505/62,32,0,Tekno11,3963.0
Dijitsu,DJTV321,32,0,Geyo_Shop,2298.0
LG,70NANO756PA,70,1,Nar724,17750.0
Samsung,UE55AU9000,55,1,TURKUAZANKARA,13124.0
LG,55UN81006LB,55,1,Rampapashop,11569.39
Altus,AL43,43,1,AZİZOĞLUBEYAZEŞYA,5099.0
Philips,43PFS5505/62,43,0,incehesap,4524.89
Sunny,SN50LEDJ50,50,1,SendeKaldı,5393.39
Telefox,39TD3900,39,0,ibilisim,2465.0
Telefunken,55TU7540,55,1,DenseMobilya,8500.0
Sunny,SN43DAL010,43,0,pakticaret,3799.0
Samsung,UE43AU8000,43,1,Nar724,7899.0
Telefunken,43TF6520,43,1,kolaysepet,4499.99
LG,OLED83C14LA,83,1,Tekno11,68999.0
Sunny,SN43DAL13-TNR,43,1,sönmezevdünyası,4999.0
Vestel,55U9700,55,1,Şentürk-Vestel-YOB,9679.46
Onvo,OV50F900,50,1,evonline,8280.0
Altus,AL43,43,1,mevlanadiyarı,4458.0
Sony,KD-65X81J,65,1,Hepsisony,16999.0
Next,YE-43020FS2,43,1,Fer,5500.0
LG,65NANO756PA,65,1,Nar724,16400.0
Beko,Crystal,55,1,trendperakendee,8599.0
Altus,AL43,43,1,MGSHALI,5299.0
Samsung,UE43AU7000,43,1,EMİN_TEKNOLOJİ,7799.0
Onvo,OV32101,32,0,teknolojist,2499.0
Next,YE-65020FS2-4K,65,1,Fer,9600.0
TCL,50P615,50,1,LUXURYHOMEDESİGN,7381.29
Weston,WS-43ALT,43,0,UmutTicaret,4099.0
Samsung,QE65Q70A,65,1,Avrupa,17578.0
Skytech,ST-7540US,75,1,UmutTicaret,19999.0
Sony,XR-65A80J,65,1,teknolojika,35083.02
Sunny,SN32DAL04,32,0,sönmezevdünyası,2999.0
Regal,65R858U,65,1,ANADOLUDTM,12900.0
Vestel,55UA9600,55,1,Ahmetoğlu-Vestel-YOB,8499.0
Regal,32R604H,32,0,enucuzunadresi,3369.0
Samsung,UE55AU7000,55,1,Avrupa,11750.0
Sony,KD-75X85J,75,1,Hepsisony,31999.0
LG,NanoCell,50,1,Electromoda,12499.0
Beko,B55,55,1,trendperakendee,9499.0
Samsung,QE85QN90,85,1,next-time,55795.0
Vestel,50UA9600,50,1,GizemDtm-VestelYOB,6890.0
Vestel,55UA9600,55,1,Şentürk-Vestel-YOB,8865.08
Arçelik,A40L,40,0,AZİZOĞLUBEYAZEŞYA,5999.0
Samsung,QE50Q67A,50,1,EMİN_TEKNOLOJİ,11500.0
Sunny,SN32DAL04,32,0,onlineticaretdunyasi,3311.8
Sony,KD-50X81J,50,1,Hepsisony,11750.0
Philips,58PUS8506,58,1,incehesap,12447.54
Samsung,UE65AU7000,65,1,TURKUAZANKARA,15900.0
Axen,AX32DAB13,32,1,incehesap,2581.44
LG,50UP75006LF,50,1,Rampapashop,9070.04
TCL,65C825,65,1,incehesap,27551.04
TCL,65P725,65,1,incehesap,13895.04
LG,50UP77006LB,50,1,incehesap,9931.05
Vestel,58UA9600,58,1,Ahmetoğlu-Vestel-YOB,10499.0
Samsung,UE43AU8000,43,1,DenseMobilya,7998.0
Samsung,UE50TU7000,50,1,ARMAN,9398.0
Sunny,"24""",24,0,whitegoodshop,2189.0
Philips,50PUS7906,50,1,InnTurkey,9299.0
Sunny,SN43DAL13-TNR,43,1,onlineticaretdunyasi,5648.2
Samsung,UE65AU9000,65,1,Avrupa,14999.0
Next,YE-50020FS2-4K,50,1,Fer,6700.0
LG,70NANO756PA,70,1,Electromoda,19999.0
Samsung,UE50AU8000,50,1,Nar724,10490.0
Regal,39R653H,39,1,ÇELİKLERAVMİNŞAAT,4995.0
Philips,43PFS6805/62,43,1,glcteknoloji,6379.0
Philips,50PUS7906,50,1,incehesap,9070.04
Toshiba,50UL2063DT,50,1,techkeyfim,7339.0
Samsung,UE50AU8000,50,1,EMİN_TEKNOLOJİ,10499.0
Regal,55R857UQ,55,1,ANADOLUDTM,9799.0
Toshiba,43UA3A63DT,43,1,meletelektronik,6499.0
Skytech,SLT-4340C,43,0,EfeFarukAvm,4790.0
Onvo,OV65500,65,1,SendeKaldı,9954.94
Samsung,UE43AU8000,43,1,EgeizoYapı,7767.29
Beko,B43,43,0,umut.perakende,4999.0
Vestel,43U9510,43,1,Şentürk-Vestel-YOB,6293.56
Onvo,OV65F900,65,0,evonline,12600.0
Vestel,43UA9800,43,1,KILIÇLIOGLULTDŞTİ,6200.0
Saba,SB42251,42,1,enucuzunadresi,3666.04
Sony,KD-65X81J,65,1,teknolojika,15499.0
Vestel,65U9500,65,1,GizemDtm-VestelYOB,11499.0
Sunny,SN49FAL27/0216,49,1,enucuzunadresi,5017.04
Sunny,SN39DAL13/0216,39,1,pakticaret,4399.0
LG,65NANO816PA,65,1,Electromoda,20999.0
Vestel,43Q9900,43,1,Ensarlar-Vestel-YOB,8840.0
Samsung,UE32T5300,32,1,SendeKaldı,5379.0
Samsung,UE40T5300,40,1,SendeKaldı,6835.0
Samsung,QE75Q950T,75,1,TURKUAZANKARA,54281.25
Vestel,58UA9600,58,1,Şentürk-Vestel-YOB,9748.06
Altus,AL65,65,1,AZİZOĞLUBEYAZEŞYA,9499.0
Axen,AX32DAB04,32,0,EfeFarukAvm,2890.0
Samsung,UE75AU8000,75,1,Avrupa,17199.0
Regal,43R654FC,43,1,AZİZOĞLUBEYAZEŞYA,5499.0
Samsung,UE32T5300,32,1,EgeizoYapı,4299.0
Vestel,55U9500,55,1,Ensarlar-Vestel-YOB,9206.0
Blaupunkt,BL42130,42,0,Okpa,4000.0
Finlux,43FX620FA,43,1,UmutTicaret,4999.0
TCL,65P725,65,1,Gamers_Arena,15199.0
Nordmende,NM50F353,50,1,mustafahira,5838.0
Vestel,43U9500,43,1,Şentürk-Vestel-YOB,6298.46
Vestel,22F8510K,22,0,Şentürk-Vestel-YOB,2474.5
Philips,50PUS8506,50,1,Arces,11023.95
Samsung,UE43TU7100UXTK,43,1,Electromoda,8299.0
Samsung,65TU8300,65,1,EMİN_TEKNOLOJİ,14299.0
LG,55UP75006LF,55,1,Nar724,11499.0
Sony,KD-50X81J,50,1,teknolojika,11199.0
Sony,XR-55X90J,55,1,teknolojika,16071.02
Sony,XR-65X90J,65,1,teknolojika,21499.0
Vestel,32H8401,32,0,Şentürk-Vestel-YOB,2909.62
Philips,55PUS7906,55,1,Arces,10918.95
Philips,58PUS8506,58,1,Arces,13018.95
Vestel,32H9600,32,1,Şentürk-Vestel-YOB,3273.2
LG,OLED65A16LA,65,1,Tekno11,25151.04
Vestel,65U9500,65,1,Şentürk-Vestel-YOB,10370.86
LG,75NANO996NA,75,1,next-time,42999.0
Sony,KD-32W800,32,1,Hepsisony,6999.0
Samsung,QE55Q60A,55,1,Nar724,12999.0
Philips,32PFS6805/62,32,1,tvmarketim,4499.0
Woon,WN43DLK13/0216,43,1,enucuzunadresi,3550.24
Onvo,OV43F250,43,1,SendeKaldı,4656.0
LG,65QNED916PA,65,1,doguhan,24999.0
Samsung,UE75AU9000,75,1,Avrupa,18431.5
Sony,KD-55X85J,55,1,teknolojika,16659.02
Vestel,58U9510,58,1,Şentürk-Vestel-YOB,9307.06
Telenova,58U9001,58,1,11pro,6761.02
Toshiba,50UA3A63DT,50,1,Rampapashop,7719.04
Telenova,65S8001,65,1,11pro,8525.02
Telefunken,39TF6520,39,1,kolaysepet,3710.33
LG,55NANO756PA,55,1,MGSHALI,12599.0
Samsung,UE43AU9000,43,1,TEKOBIZ_LTD,8550.0
Sony,XR-55A80J,55,1,teknolojika,21559.02
Sony,XR-75X90J,75,1,teknolojika,37049.0
Sony,KD-55X81J,55,1,Hepsisony,12999.0
Philips,58PUS8505/62,58,1,ŞEVVALTİCARETT,11100.0
Samsung,QE55QN90,55,1,TEKOBIZ_LTD,18899.0
Philips,43PFS5505/62,43,0,Electromoda,5567.04
Vestel,43F9600,43,1,Ensarlar-Vestel-YOB,6348.0
Altus,AL55,55,1,AZİZOĞLUBEYAZEŞYA,6899.0
Beko,B50,50,1,umut.perakende,8499.0
Samsung,UE65AU8000,65,1,EMİN_TEKNOLOJİ,15099.0
Regal,50R753U,50,1,AZİZOĞLUBEYAZEŞYA,7499.0
Sony,KD-55X89J,55,1,teknolojika,16799.0
Sony,KD-55X85J,55,1,Hepsisony,17999.0
Sony,KD-48A9,48,1,teknolojika,25479.02
Hi-Level,HL43DLK13,43,1,EGEMTEKNOLOJİAVM,4599.9
LG,32LM6370PLA,32,1,ANADOLUDTM,5000.0
LG,OLED48C14LB,48,1,ANADOLUDTM,16500.0
Sony,XR-55A80J,55,1,Hepsisony,21999.0
Vestel,55UA9600,55,1,Ensarlar-Vestel-YOB,9599.0
Regal,32R602H,32,0,ÇELİKLERAVMİNŞAAT,3195.0
Sony,KD-48A9,48,1,doguhan,17369.04
Samsung,UE43AU8000,43,1,Electromoda,8999.0
Vestel,43F8600,43,0,Ensarlar-Vestel-YOB,5758.0
Samsung,QE65Q950T,65,1,Rampapashop,39167.04
Samsung,QE65Q80A,65,1,doguhan,21499.0
TCL,55C728,55,1,incehesap,14303.04
Philips,50PUS7805/62,50,1,tvmarketim,8200.0
Samsung,UE65AU7200,65,1,BULDUGUNUAL,14591.04
Samsung,UE55AU7000,55,1,DenseMobilya,10999.0
Philips,43PFS6805/62,43,1,tvmarketim,5798.0
Vestel,49UA9800,49,1,Ensarlar-Vestel-YOB,8990.0
Philips,50PUS7506,50,1,InnTurkey,8869.0
Onvo,OV32150,32,1,enucuzunadresi,2779.0
Sony,KE-55XH9005,55,1,Hepsisony,14417.1
Vestel,32FA9500,32,1,Şentürk-Vestel-YOB,3084.06
Altus,AL55L,55,1,UmutTicaret,8999.0
Regal,39R653HC,39,1,ANADOLUDTM,5499.0
Altus,AL43,43,1,UmutTicaret,5224.05
Hi-Level,HL43DMN13,43,1,TVSHOOP,4727.54
Skytech,SLT-4340C,43,0,AZİZOĞLUBEYAZEŞYA,4699.0
Skytech,ST-3230YK,32,0,UmutTicaret,3000.0
Philips,43PFS5503-62,43,0,ENUCUZEVALETLERİ,5373.75
TCL,65C725,65,1,Gamers_Arena,18969.0
TCL,55P725,55,1,incehesap,10035.04
Vestel,50Q9900,50,1,Şentürk-Vestel-YOB,9601.06
LG,55UN81006LB,55,1,BULDUGUNUAL,12254.54
Vestel,43F9510,43,1,EgeizoDtm-Vestel-YOB,6999.0
TCL,55C725,55,1,Gamers_Arena,14699.0
Grundig,Toronto,43,1,umut.perakende,5499.0
TCL,65P725,65,1,EPATeknoloji,12899.0
Vestel,50UA9600,50,1,Ahmetoğlu-Vestel-YOB,7399.0
Toshiba,55UL2063DT,55,1,sahinbilgisayar,8000.0
Samsung,QE50Q60A,50,1,F2Gtech,11979.0
LG,65NANO956NA,65,1,Tekno11,22999.0
Samsung,UE43AU7000,43,1,SendeKaldı,7858.0
Regal,32R4020HA,32,0,ANADOLUDTM,3400.0
Philips,50PUS7506,50,1,Tekno11,11699.0
Vestel,43U9500,43,1,Ensarlar-Vestel-YOB,6776.0
Vestel,50UA9600,50,1,Ensarlar-Vestel-YOB,8341.0
Hi-Level,HL43DLK13,43,1,nurbisikletoyuncak,4728.5
TCL,50C725,50,1,incehesap,9649.04
Sony,KD-55X81J,55,1,teknolojika,11906.02
Sony,XR-55A90J,55,1,teknolojika,37043.02
Regal,65R7540U,65,1,ANADOLUDTM,11999.0
TCL,65C725,65,1,Nethouse,14249.05
Axen,AX39DAL13,39,1,umut.perakende,3999.0
Vestel,50U9500,50,1,Ensarlar-Vestel-YOB,8250.0
Samsung,UE40T5300,40,1,Avrupa,7060.0
Samsung,UE75AU7100,75,1,Avrupa,16499.0
Samsung,UE65AU8000,65,1,Avrupa,15235.2
Samsung,UE50AU7000,50,1,Rampapashop,9166.54
Regal,32R604H,32,0,ANADOLUDTM,3400.0
Telefox,39TD3900,39,0,mevlanadiyarı,2525.0
Samsung,UE70AU7100,70,1,Nar724,15999.0
TCL,55C725,55,1,Digitalia,10499.0
Axen,AX58LEDJ203,58,1,EGEMTEKNOLOJİAVM,6899.9
Beko,Crystal,50,1,umut.perakende,8499.0
Vestel,55U9500,55,1,Şentürk-Vestel-YOB,8670.06
Sony,KD-75X85J,75,1,teknolojika,29399.02
TCL,55C728,55,1,Nethouse,14999.0
Vestel,43U9500,43,1,GizemDtm-VestelYOB,5400.0
Sony,KD-32W800,32,1,teknolojika,6999.0
Altus,AL43,43,1,KILIÇLIOGLULTDŞTİ,4457.0
Samsung,QE50QN90,50,1,EMİN_TEKNOLOJİ,16319.04
Samsung,QE65Q70A,65,1,EMİN_TEKNOLOJİ,19199.04
Axen,AX39DAL13,39,1,incehesap,3503.04
Toshiba,50UL2063DT,50,1,Erpa-Holding,7719.04
Profilo,39PA210E,39,0,ProfiloAnkara,3760.0
Regal,42R654FC,42,1,teknolojist,4799.0
Onvo,OV39100,39,0,mustafahira,3188.0
Next,YE-50020FS2-4K,50,1,SaraçoğluTicvePaz,6499.0
LG,43UP77006LB,43,1,onlineticaretdunyasi,9903.5
Vestel,43U9700,43,1,Şentürk-Vestel-YOB,6866.86
Hi-Level,HL43DLK13,43,1,KUZENLERTİCARETLTD.,4590.0
Vestel,43F8500,43,0,Evdirhan-Vestel-YOB,5900.0
Sunny,SN32DAL13-TNR,32,1,enucuzunadresi,2702.0
Toshiba,50UL2063DT,50,1,TVSHOOP,7599.0
LG,32LM6370PLA,32,1,KILIÇLIOGLULTDŞTİ,5100.0
Sony,KD-85XH9096,85,1,teknolojika,45999.01
Beko,B50,50,1,trendperakendee,8399.0
LG,55C9,55,1,ŞEVVALTİCARETT,14500.0
Regal,43R654FC,43,1,ANADOLUDTM,6837.0
Samsung,UE43AU7000,43,1,incehesap,7161.55
Samsung,QE75QN800,75,1,Avrupa,63650.0
Samsung,UE50AU9000,50,1,next-time,10132.5
Awox,K6500RST,65,1,SarfBilişim(artsrf),7719.04
LG,55UP81006LA,55,1,Tekno11,11225.0
LG,43NANO756PA,43,1,Tekno11,9456.04
Toshiba,50UL2063DT,50,1,sahinbilgisayar,7349.0
Toshiba,65UA3A63DT,65,1,Rampapashop,11639.03
Techwood,40F902,40,1,ÖzbaşHome,3999.0
Sony,KD-65X85J,65,1,Hepsisony,22999.0
Vestel,32H8300,32,0,Ensarlar-Vestel-YOB,3224.0
Samsung,QE65LS03A,65,1,Avrupa,22000.0
Onvo,OV55F350,55,1,mustafahira,6078.54
Philips,65PUS8506,65,1,InnTurkey,18249.0
Beko,Crystal,50,1,trendperakendee,8499.0
Samsung,UE40T5300,40,1,guler,5899.0
Samsung,QE55QN90,55,1,Rampapashop,18719.04
Samsung,QE55QN85,55,1,Avrupa,16299.0
Skytech,SLT-2430C,24,0,sönmezevdünyası,1999.0
Next,YE-40020KT,40,0,Electromoda,2899.0
Vestel,65U9600,65,1,Şentürk-Vestel-YOB,9799.02
Philips,43PFS6805/62,43,1,gizerler,5577.62
LG,70UP81006LA,70,1,Tekno11,15487.29
LG,65UP77006LB.APDZ,65,1,Tekno11,12399.0
Samsung,UE58AU7000,58,1,Erpa-Holding,12544.04
LG,OLED55B16LA,55,1,Tekno11,16655.04
Sony,XR-65X90J,65,1,Hepsisony,21948.0
LG,OLED48A16LA,48,1,Tekno11,13601.68
Regal,43R654FC,43,1,SendeKaldı,4440.0
Vestel,50U9510,50,1,MakroReyon,7499.0
Regal,32R604H,32,0,MakroReyon,2599.0
Regal,50R754UA9,50,1,MakroReyon,6399.0
Samsung,UE50AU8000,50,1,MakroReyon,9599.0
Vestel,43F9510,43,1,MakroReyon,5499.0
Sunny,SN32DAL04,32,0,MakroReyon,2499.0
Regal,32R602H,32,0,MakroReyon,2599.0
Skytech,ST-3230YK,32,0,EfeFarukAvm,2790.0
Philips,32PHS5505/62,32,0,Electromoda,3299.0
Vestel,55U9501,55,1,MakroReyon,8499.0
Regal,55R754U,55,1,MakroReyon,6949.0
Regal,50R754UA9,50,1,SendeKaldı,6072.0
Awox,B205800S,58,1,SendeKaldı,5554.0
LG,50NANO866PA,50,1,Tekno11,12833.54
LG,70UP77006LB,70,1,Tekno11,14687.04
LG,OLED77C14LB,77,1,Tekno11,50899.0
Vestel,70U9600,70,1,GizemDtm-VestelYOB,12300.0
LG,OLED77G16LA,77,1,Tekno11,52900.34
LG,75QNED916PA,75,1,Tekno11,32063.04
LG,OLED65G16LA,65,1,Tekno11,35221.54
LG,75NANO866PA,75,1,Tekno11,23297.0
LG,86NANO866PA,86,1,Tekno11,33500.0
LG,OLED65C14LB,65,1,Tekno11,26703.55
Regal,50R754U,50,1,SendeKaldı,5719.0
TCL,65C725,65,1,EPATeknoloji,13898.0
Regal,50R754U,50,1,ANADOLUDTM,5949.0
Toshiba,32L2263DT,32,1,glcteknoloji,3999.0
LG,OLED65B16LA,65,1,Tekno11,27791.04
Saba,SB32F151,32,1,SendeKaldı,2750.0
Onvo,OV50351,50,1,SendeKaldı,5146.35
LG,70NANO756PA,70,1,Tekno11,16548.79
Telenova,24D4001/20,24,0,11pro,1949.0
Philips,43PFS6805/62,43,1,Electromoda,5499.0
Toshiba,43UL2063DT,43,1,TVSHOOP,6078.54
Philips,70PUS8506,70,1,InnTurkey,19769.0
Onvo,OV50350,50,1,Evdeuzman,5290.0
LG,70NANO756PA,70,1,netteenucuz,17999.0
Blaupunkt,BL43130,43,0,ERDALEV,3280.0
Samsung,UE65AU7000,65,1,netteenucuz,14499.0
LG,55UN71006LB,55,1,Saraticaret21,12740.0
Philips,43PUS7505/62,43,1,ELECTROPLUS,5999.0
Vestel,55U9500,55,1,And-Vestel-YOB,8999.0
Vestel,43U9500,43,1,And-Vestel-YOB,6571.42
Vestel,65O9900,65,1,And-Vestel-YOB,29999.0
LG,43UN71006LB,43,1,Saraticaret21,7448.0
Samsung,UE43AU7000,43,1,BulpaAS,7725.0
Philips,43PUS7805/62,43,1,BulpaAS,6929.0
Samsung,UE55AU8000,55,1,BulpaAS,11719.0
Philips,43PUS7505/62,43,1,BulpaAS,6489.0
Vestel,32H8401,32,0,Has-Vestel-YOB,3099.0
Vestel,50Q9900,50,1,Has-Vestel-YOB,8857.74
Philips,58PUS8505/62,58,1,BulpaAS,12379.0
LG,43NANO756PA,43,1,BulpaAS,8989.0
LG,43LM6370PLA,43,1,BulpaAS,6810.0
Profilo,50PA305E,50,1,Beyazeşyamağazası,6249.0
Vestel,65U9500,65,1,Has-Vestel-YOB,10849.0
Vestel,50U9500,50,1,Has-Vestel-YOB,7139.0
Philips,32PHS5505/62,32,0,BulpaAS,2980.89
TCL,50C725,50,1,BulpaAS,8859.0
Samsung,UE65AU8000,65,1,BulpaAS,15049.0
Vestel,55UA9600,55,1,Has-Vestel-YOB,7879.0
Vestel,65U9600,65,1,Has-Vestel-YOB,9549.0
Samsung,UE65AU7200,65,1,SamsungTürkiye,15999.0
Philips,65PUS6504/12,65,1,akdenizavm,14599.0
Samsung,UE50AU9000,50,1,SamsungTürkiye,11578.0
TCL,55C715,55,1,eniyiürünlerr,10749.0
TCL,65P615,65,1,DECIDE,10999.0
Samsung,QE65Q60A,65,1,SevraDTM,18999.0
LG,49UN71006LB,49,1,akdenizavm,9999.0
LG,43UM751C0ZA,43,1,akdenizavm,7999.0
Nordmende,NM50F353,50,1,ensmobilya01,5999.0
TCL,65C725,65,1,DECIDE,14999.0
LG,50UN81006LB,50,1,akdenizavm,11670.0
TCL,65P725,65,1,DECIDE,12999.0
Samsung,UE32T5300,32,1,bembeyaz,4360.0
Samsung,UE43AU7000,43,1,bembeyaz,7790.0
Philips,43PFS5803/62,43,1,akdenizavm,5999.0
Philips,32PHS4012,32,0,akdenizavm,4399.0
Samsung,UE50AU8000,50,1,arslangroup,9359.54
LG,65SM8000PLA,65,1,akdenizavm,18899.0
Samsung,UE55AU7200,55,1,SamsungTürkiye,11788.0
Samsung,UE55TU7000,55,1,akdenizavm,12499.0
Samsung,UE55AU7000,55,1,bembeyaz,11390.0
LG,55UN74006LB,55,1,akdenizavm,12099.0
LG,86UN851C0ZA,86,1,arslangroup,29999.0
Samsung,UE70TU7100,70,1,akdenizavm,16199.0
LG,55NANO756PA,55,1,akdenizavm,13599.0
LG,43UK6950,43,1,akdenizavm,7449.0
Altus,AL43L,43,1,arslangroup,7396.38
LG,55UN81006LB,55,1,akdenizavm,11578.07
Vestel,58U9510,58,1,eniyiürünlerr,8749.0
Philips,70PUS6504/12,70,1,akdenizavm,16498.0
LG,43LM6300PLA,43,1,akdenizavm,6999.0
Nordmende,NM55F350,55,1,ensmobilya01,7199.0
LG,43UM7100PLB,43,1,akdenizavm,7849.0
LG,49NANO816NA,49,1,akdenizavm,9813.09
Philips,65PUS7805/62,65,1,akdenizavm,15498.0
LG,75NANO916PA,75,1,arslangroup,27999.0
Toshiba,43UL2063DT,43,1,eniyiürünlerr,6299.0
Saba,SB85351,85,1,arslangroup,26999.0
Philips,58PUS8505/62,58,1,akdenizavm,14098.0
TCL,50P725,50,1,DECIDE,9799.0
Navigold,NG-1930,19,0,otosesmarket,1850.0
LG,NanoCell,50,1,akdenizavm,12440.0
LG,49SM8000PLA,49,1,akdenizavm,9999.0
LG,43NANO796NE.APDZ,43,1,akdenizavm,9999.0
Samsung,QE50QN90,50,1,SamsungTürkiye,18736.0
TCL,50C725,50,1,DECIDE,10399.0
TCL,55C725,55,1,DECIDE,13299.0
Samsung,QE65Q70A,65,1,SevraDTM,21099.99
LG,49UM7100PLB,49,1,akdenizavm,10099.0
Philips,50PUS6704/62,50,1,akdenizavm,9499.0
Philips,58PUS8506,58,1,eniyiürünlerr,12599.0
Altus,AL50L,50,1,arslangroup,5949.0
Samsung,UE50AU7000,50,1,bembeyaz,9478.0
Philips,50PUS7303,50,1,akdenizavm,9999.0
Samsung,UE75AU7100,75,1,SamsungTürkiye,19473.0
Nordmende,NM43250,43,1,ensmobilya01,4599.0
Altus,AL55,55,1,arslangroup,6499.0
LG,43UN74006LB,43,1,akdenizavm,7449.0
LG,70UN71006LA,70,1,akdenizavm,18899.0
Philips,43PFS5503,43,0,akdenizavm,5570.0
Samsung,UE32T5300,32,1,arslangroup,4299.0
Samsung,UE50AU7000,50,1,SamsungTürkiye,10521.28
Altus,AL50,50,1,arslangroup,5849.0
Samsung,UE40T5300,40,1,SamsungTürkiye,6299.0
Samsung,QE65Q67A,65,1,SamsungTürkiye,19399.0
Awox,U3900STR,39,0,AWOXTürkiye,3460.8
Nordmende,NM50F351,50,1,silverteknoloji,5760.0
Vestel,55U9600,55,1,Zirve-Vestel-YOB,7878.26
Telefunken,32TH4020,32,0,GaleriBeyaz,2799.0
Vestel,58U9500,58,1,Zirve-Vestel-YOB,8372.34
Vestel,43UA9600,43,1,Zirve-Vestel-YOB,6198.0
Samsung,UE32T5300,32,1,BiggShop,4619.0
LG,50NANO796NE,50,1,AYYILDIZ-GSM,11499.0
Vestel,43U9600,43,1,AYYILDIZ-GSM,6499.0
Samsung,UE50AU8000,50,1,AYYILDIZ-GSM,9599.0
Sunny,SN43DAL13-TNR,43,1,birnumara,6464.75
Onvo,OV43F250,43,1,silverteknoloji,4295.99
